-aikainen	-áigásâš
tervehtyä	tiervâsmiđ
tervetuloa	pyereestpuáttim
terveydellinen	tiervâsvuođâlâš
terveydenhoitaja	tiervâsvuođâtipšoo
terveys	tiervâsvuotâ
terveyskeskus	tiervâsvuođâkuávdáš
terveysoppi	tiervâsvuođâoppâ
terveysside	mánutavdâčonâstâh
terveystalo	tiervâsvuođâtáálu
terveystarkastaja	tiervâsvuođâtärhisteijee
terveystarkastus	tiervâsvuođâtarkkum
terveystoimi	tiervâsvuođâtoimâ
terä	teeri
teräkulma	ávjučiehâ
terälehti	lieđilostâ
teränsuu	ávju
teräs	stääli
teräsharja	stälikustâ
terästää	terestiđ
teräsvilla	stäliullo
terävä	leikkaava
teräväkulmainen	čuhâčievâg
teräväsilmäinen	čolmiš
testi	iskos
teurasjäte	njuovvâmpasâttâs
teurasporo	njuovvâmpuásui
teurastaa	njuovvâđ
teurastaja	njyevvee
teurastamo	njuovâdâh
teurastuspaikka	njuovâdâh
tiainen	cissááš
tie	kiäinu
tiealue	maađijuási
tiede	tieđâ
tiedemies	tiettee
tiedoksianto	tiättunadelem
tiedonsiirto	tiäđusirdem
tiedossa	tiäđust
tiedostaa	tiäđuštiđ
tiedostamaton	tiäđuuštmettum
tiedosto	tiätuvuárkká
tiedote	tiäđáttâs
tiedottaa	tieđettiđ
tiedottaja	tieđetteijee
tiedotus	tiäđáttâs
tiedotusväline	tieđettemniävvu
tiedustella	tiäđustâllâđ
tiehallinto	maađijhaldâttâh
tiehyt	uáli
tieliikenne	kiäinujotolâh
tieliikenneasetus	kiäinujotolâhasâttâs
tieliikennelaki	kiäinujotolâhlaahâ
tienata	tiänáđ
tienesti	tienâs
tienhaara	luoddâiäru
tienoilla	suulâst
tienoo	kuávlu
tienpenger	maađijpeŋkkâ
tienpiennar	maađijrobdâ
tienpinta	maađijpajaldâs
tienpäällyste	luoddâase
tienristeys	rađeratkuuttâh
tienviitta	kiäinukolbâ
tieoikeus	maađijvuoigâdvuotâ
tiepiiri	maađijpirrâdâh
tiesopimus	maađijsopâmuš
tieteellinen	tieđâlâš
tieteellisesti	tieđâlávt
tieteilijä	tiettee
tietenkin	tiäđust-uv
tieto	tiätu
tietoinen	tiäđulâš
tietoisesti	tiäđulávt
tietoisuus	tiäđulâšvuotâ
tietokanta	tiätuvuáđu
tietokone	tiättur
tietopalvelu	tiätupalvâlem
tietosuoja	tiätusyeji
tietotaito	táiđutiätu
tietoverkko	viärmádâh
tietty	tiätu-
tietynlainen	tiätulágán
tietysti	tiäđust-uv
tietäjä	tiettee
tietäminen	tiettim
tietämys	tiettim
tietää	tiettiđ
tieva	ämmir
tiheikkö	suovkkâ
tihetä	saeta
tiheys	sahisvuotâ
tiheä	saahâd
tiheästi	sahâdávt
tihkua	ripsiä
tihkusade	siiđâr
tihkuttaa	sataa
tiimalasi	čunoitijme
tiine	čuávji-
tiinehtyä	čuávjuđ
tiira	čierrih
tiirailla	skircettiđ
tiirikka	tirkká
tiistai	majebargâ
tiiviisti	lavvâ
tiivis	
tiiviste	tiivistetty
tiivistelmä	čuákánkiäsu
tiivistyä	kokoon
tiivistää	
tikari	tiikaar
tikata	kangasta
tikki	kankaaseen
tikku	
tikkuinen	suáđis
tikkuri	tikkur
tikoittaa	tikkádiđ
tila	konkr.
tila-auto	sajeauto
tilaaviemätön	litteä
tilaavievä	kuáŋŋid
tilaisuus	
tilaksimuodostaminen	táálluntoohâm
tilanne	tile
tilannenopeus	tileliähtu
tilapäinen	koskâpuddâsâš
tilasto	lovottâh
tilastoida	lovottiđ
tilata	tiiláđ
tilataideteos	sajetaaiđârááhtus
tilava	
tilavuus	tilasta
tili	tili
tilinpäätös	ruttâtuálulopâttem
tilintarkastaja	tilitärhisteijee
tilintarkastus	tilitärhistem
tilintarkastuskertomus	tilitärhistemciälhus
tilittää	tilittiđ
tilitys	tilittem
tilke	riijvih
tilkitä	rijváđ
tilus	tálu-uási
tilusvaihto	tálu-uásilonottem
tina	tane
tinata	tonniđ
tingata	náguttiđ
tinuri	tannejeijee
tipahtaa	alas
tipauttaa	ripâstiđ
tippa	kuáškánjâs
tippi	pajalâš
tippua	kuáškuđ
tippukiviluola	kuáškukeđgikuovđâšm
tippuri	tippur
tiputtaa	kuáškuttiđ
tiputus	kuáškuttâs
tiskata	tiskáđ
tiskiallas	littepoossâmääldis
tiskikone	littepoossâmmaašin
tiskipöytä	littepoossâmpevdi
tislata	tisliđ
tislaus	tislim
tissi	njamma
titteli	tittel
tiuhta	njuškom
tiukalla	naggâsávt
tiukata	asiaa
tiukentua	hihnasta
tiukka	kireä
tiukkaan	čovgâ
tiuku	tivgâ
tiuskaista	civhádiđ
tiuskia	šiggođ
tivata	távnuttiđ
todella	eštuu
todellakin	eštuu
todellinen	tuođâlâš
todennäköinen	oskottettee
todennäköisyys	tuođânálásâšvuotâ
todeta	pahudiđ
todistaa	tuođâštiđ
todistaja	tuođâšteijee
todiste	tuođâštus
todistus	tuođâštâs
tohtori	tuáhtár
tohtoroida	tuáhtáruššâđ
tohveli	luáváttâh
toimeenpano	tooimânpieijâm
toimeenpanoelin	tooimânpieijâmorgaan
toimeenpanovalta	tooimânpieijâmväldi
toimeentulo	áigápuátu
toimeentulotuki	áigápuátutoorjâ
toimeentuloturva	áigápuátutorvo
toimeksiantaja	toimânpieijee
toimeksianto	toimânadelem
toimeksisaaja	toimânuážžoo
toimelias	toimâlâš
toimenhaltija	tooimâhaldâšeijee
toimenpide	toimâ
toimeton	tyejettem
toimi	toimâ
toimia	toimâđ
toimiala	toimâsyergi
toimielin	toimâorgaan
toimihenkilö	toimâolmooš
toimikausi	toimâpaje
toimikunta	toimâkodde
toimilupa	toimâlope
toiminimi	toimânommâ
toiminnallinen	toimâlâš
toiminnanjohtaja	toimâjođetteijee
toiminta	toimâ
toimintakertomus	toimâčielgiittâs
toimintasuunnitelma	toimâvuávám
toimintaterapeutti	toimâmterapeut
toimintayksikkö	toimâohtâdâh
toiminto	toimâdem
toimipaikka	toimâpäikki
toimisto	toimâttâh
toimistonjohtaja	toimâttâhhovdâ
toimistosihteeri	toimâttâhčällee
toimistotyöntekijä	toimâttâhpargee
toimistovirkailija	toimâttâhvirgeolmooš
toimitila	toimâsaje
toimitsija	toimâolmooš
toimittaa	toimâttiđ
toimittaja	toimâtteijee
toimittaminen	toimâttem
toimitus	lähetys
toimitusaika	toimâttemäigi
toimitusehto	toimâttemiähtu
toimitusjako	toimâttâsjuáhu
toimitusjohtaja	toimâttâshovdâ
toimituskirja	toimâttâskirje
toimituskulu	toimâttâskolo
toimitusmaksu	toimâttâsmáksu
toimitussihteeri	toimâttâsčällee
toimivalta	toimâväldi
toimivaltainen	toimâváldálâš
toimivuus	toimâm
toinen	nubbe
toipua	tuoibâđ
toisaalle	nubás
toisenlainen	nubemuáđusâš
toisiaan	nubijdis
toisin	eresnáál
toisinaan	koskâstuvvâi
toisinto	kiärduttâs
toissapäivä	oovdebpeivi
toissijainen	nubesajasâš
toistaa	kerrata
toistaiseksi	tuáistáážân
toistakymmentä	nubáloh
toistamiseen	nubetove
toistua	kiärduđ
toistuva	kiärdoo
toive	tuoivâ
toiveikas	tuoivâlâš
toivo	tuáivu
toivoa	tuáivuđ
toivoton	tuáivuttem
toivottaa	tuáivuttiđ
toivotus	tuáivuttâs
tokaista	páhudistiđ
toki	aainâs
tokka	
tokkurainen	semiolmooš
toleranssi	tolerans
toljottaa	kavkkâđ
tolppa	stuálppu
tolva	tuálvi
tolvata	tuálvistiđ
tomaatti	toomaat
tomera	tuámmir
tomppeli	káinulâš
tomu	kovjâ
tomumaa	kovjâeennâm
tomusokeri	kovjâsukkâr
tonkia	skurbâđ
tonnikala	tonnikyeli
tontti	tontti
topaasi	toopaas
topografikartta	topograafkárttá
toppatakki	tälvitakki
torahammas	čallaam
torakka	pešnir
tori	tori
torjua	tuástuđ
torkahdella	nuhâstâllâđ
torkahtaa	nuhâstiđ
torkkua	nukkâđ
torni	tornâ
torppa	torppá
torppari	torppár
torstai	tuorâstâh
torttu	torttu
torttumuotti	torttuvuormâ
torua	pelkkiliđ
toruskella	piälhástâllâđ
torvi	torvi
tosi	tuotâ
tosiaan	eštuu
tosissaan	tuođâst
tosite	tuođâš
tossu	luáváttâh
totella	jáháttâllâđ
toteuttaa	olášuttiđ
toteutua	olášuđ
totisesti	tuođâi
tottelematon	tottâlmettum
tottelevainen	jiäháttellee
tottua	hárjániđ
tottumus	hárjánem
tottunut	harjaantunut
totuttaa	vuáháduttiđ
totuudenmukaisesti	riävtui
totuus	tuotâvuotâ
touhu	toomâ
touhuta	puohađ
toukka	kiksâ
toukokuu	vyesimáánu
toveri	kyeimi
tovi	purdo
traditio	ärbivyehi
traktori	traktor
transistori	transistor
trapetsi	traapeec
traumaattinen	traumaatlâš
trendi	ovdánemsunde
triangeli	triangel
trooppinen	trooppisâš
tropiikki	troopiik
trukki	trukkâ
trumpetti	trumpet
tsasouna	ceessân
tuhahtaa	pallâkyettiđ
tuhat	tuhháát
tuhatjalkainen	tuhháátjuálgásâš
tuhka	kunnâ
tuhkarokko	kunnâpuákku
tuhkata	kunniđ
tuhkatiheään	tävjit-távjá
tuhkauurna	kunnâurne
tuhkelo	pođgee
tuhlaaja	tuhlár
tuhlaantua	skemmâšuđ
tuhlari	tuhlár
tuhlata	tuhlediđ
tuhlautua	háskániđ
tuhma	tuhme
tuho	hiävvu
tuhoalue	hiävukuávlu
tuhoeläin	pille-ellee
tuhohyönteinen	pilletivre
tuhoisa	vaahâglâš
tuholainen	stäjideijee
tuhota	tuššâdiđ
tuhria	pääđđiđ
tuhto	tiljá
tuijottaa	kavkkâđ
tuiju	kiilu
tuikkia	
tuima	koorâs
tukahduttaa	lopâstuttiđ
tukahtua	hengästymiseen
tukea	konkr.
tukehduttaa	avkkâdiđ
tukehtua	avkkâđ
tukeva	ihmisestä
tuki	avustus
tukihenkilö	toorjâolmooš
tukikohta	toorjâsaje
tukiranka	tuuvdâriggee
tukki	puunrunko
tukkia	tovkkâđ
tukkiutua	tágguđ
tukko	nuuđhâlm
tukkoinen	toppâlâs
tukkukauppa	tukkukävppi
tukossa	toppum
tulehdus	kuddum
tulehduttaa	irdeluttiđ
tulehtua	kudduđ
tuleminen	puáttim
tulenarka	puoliš
tulenkestävä	tullâkierdee
tulenlieska	tullânjuovčâ
tuleva	puáttee
tulevaisuus	puátteevuotâ
tuli	tullâ
tuliainen	tullijâš
tulikuuma	hääitis
tulipalo	pyellim
tuliperäinen	vulkaanlâš
tulisija	aarrân
tulitikku	riššâsäggi
tulivuori	tullâvääri
tulkata	tulkkuđ
tulkinta	tulkkum
tulkita	tulkkuđ
tulkkaus	tulkkum
tulkki	tulkkâ
tullata	tulláđ
tulli	tulli
tullivirkailija	tullár
tulo	tuleminen
tulokas	puáđulâš
tulolaskelma	puátureekkig
tulopäivä	puáttimpeivi
tulos	puáđus
tuloslaskelma	puáđusreekkig
tulostaa	printtiđ
tuloste	printtâ
tulostin	printter
tulouttaa	puátudiđ
tulovero	puátuviäru
tulppa	puncce
tulva	čäciollee
tulvavesi	accee
tulvia	tulvâđ
tuma	sellâvááimus
tumma	tevkkâd
tummanpunainen	tevkisruopsâd
tummansininen	tevkisčuovjâd
tunaroida	šoršeldiđ
tundra	tundra
tungos	pokkiittâs
tunka	togge
tunkea	työntää
tunkeilija	pokkiidettee
tunkio	tuvne
tunkkainen	muvgâ-
tunkki	tuŋkki
tunne	tobdo
tunnelma	tubdâmušah
tunnettu	tobdos
tunnistaa	tubdâđ
tunnistautua	tubdâttâttâđ
tunniste	tubdâldâs
tunnollinen	tobdolâš
tunnoton	tobdottem
tunnottomuus	tobdottesvuotâ
tunnus	tubdâldâh
tunnuskasvi	tubdâldâhšaddo
tunnussana	tubdâldâhsääni
tunnustaa	tubdâstiđ
tunnustella	tubdâstâllâđ
tunnustus	tubdâstâs
tuntea	tubdâđ
tuntematon	tubdâmettum
tuntemus	tobdo
tunti	tijme
tuntija	tobdee
tuntiviisari	tijmeviijsár
tunto	tobdo
tuntokarva	tobdokuolgâ
tuntomerkki	tobdomerkkâ
tuntosarvi	tobdočuárvi
tuntua	tubduđ
tuntumassa	uávŋild
tunturi	tuodâr
tunturikoivikko	laajišvyevdi
tunturinlaki	tuodârčokke
tunturinlakialue	aalaaš
tunturipaljakka	tuodârjolgâdâs
tunturisaamelainen	orjâlâš
tuo	tuot
tuoda	pyehtiđ
tuohi	pessi
tuohilieriö	pessikuárvih
tuohirove	kookas
tuokio	puddâ
tuoksu	njaalgâ
tuoksuöljy	opsâoljo
tuoli	stovli
tuolinjalka	stoovlijyelgi
tuolla	tovben
tuollainen	tuággáár
tuomari	tuámmár
tuomarikunta	tuámmárkodde
tuomarinvahvistus	tuámmárnanodâs
tuomenmarja	tuomâmyerji
tuomio	tuámu
tuomioistuin	tuámustovli
tuomiokapituli	tuámukapittâl
tuomiokunta	tuámukodde
tuomiopiiri	tuámupiirâs
tuomiorovasti	tuámuruávást
tuomiosunnuntai	tuommiipasepeivi
tuomiovalta	tuámuväldi
tuomita	tuommiđ
tuonne	tovhon
tuonti	pyehtim
tuontitavara	pyehtimkálvu
tuore	voorâs
tuossa	tuo
tuotannollinen	puovtâdâslâš
tuotanto	puovtâdâs
tuote	puovtâ
tuotos	puávtus
tuottaa	puovtâdiđ
tuottaja	puovtâdeijee
tuottavuus	pyevtitvâšvuotâ
tuotto	puávtus
tupa	tupe
tupakanpuru	tubbáákčalme
tupakka	tubbáák
tupakoida	porgottiđ
tupla	tuble
tuppi	tuppâ
tuppo	sappe
tupruta	savusta
tupsu	tieppi
tuputtaa	tildottiđ
turbiini	turbiin
turbulenssi	turbulens
turha	tušše
turhaan	tušás
turhanpäiväinen	tuššáá
turhautua	tušástuđ
turkiseläin	čevđiellee
turkispaita	turkkâ
turkistarha	čevđikärdi
turkki	turkkâ
turkkuri	turkkár
turmaliini	turmaliin
turmeleva	pilláá
turmella	pillediđ
turmeltua	pillâšuđ
turmio	hiävu
turpea	pogâgâm
turruttaa	čergijduttiđ
turtua	jamâstuđ
turva	torvo
turvakoti	torvopäikki
turvakuulutus	torvokulluuttâs
turvallinen	torvolâš
turvallisuus	torvolâšvuotâ
turvaohje	torvoraavâ
turvapaikka	torvosaje
turvata	turvâstiđ
turvatarkastus	torvotarkkum
turvaton	torvottem
turvatyyny	torvokuáddá
turvautua	turvâstiđ
turvavyö	torvopoovij
turvekammi	lavnjekuáti
turvekota	lavnjekuáti
turvota	turbođ
tuska	toske
tuskailla	toskediđ
tuskallinen	toskáá
tuskastua	toskástuđ
tuskin	illá
tussi	tussi
tutiseva	tuáskisteijee
tutista	tuáskistiđ
tutkia	tutkâđ
tutkielma	tuđhâstâh
tutkija	totkee
tutkiminen	tutkâm
tutkimus	tutkâmuš
tutkimusaineisto	tutkâmamnâstâh
tutkimusavustaja	tutkâmišedeijee
tutkimusmateriaali	tutkâmmateriaal
tutkimussuunnitelma	tutkâmvuávám
tutkimusväline	tutkâmpiergâs
tutkinto	tuđhos
tutkiskella	suogârdiđ
tutkituttaa	tuđhâttiđ
tuttava	uápis
tutti	tuáttu
tuttipullo	tuáttuputtâl
tutustua	uápásmiđ
tuuba	tuubâ
tuubi	tuubi
tuubipipo	pocceelijne
tuudittaa	vuáttuđ
tuulaskoura	paarrâl
tuulastaa	tuohâstiđ
tuulenhenki	hijmâ
tuulenpesä	aččinjčuolmâ
tuulenpitävä	pieggâjehhee
tuulenpuuska	pusnjâš
tuulenpyörre	njuári
tuulenvire	jielâ
tuuleskella	piegâdiđ
tuuletin	piegguutteijee
tuulettaa	piegguuttiđ
tuulettua	piegguđ
tuuletus	piegguuttâs
tuuletussolukko	piegguuttemsellâdâh
tuuli	pieggâ
tuulienergia	pieggâenergia
tuulikaappi	olgoveeskir
tuulilasi	ovdâlaasâ
tuulilasinpyyhin	ovdâlasâsikkoo
tuulinen	pieggii
tuulipuku	pieggâpiivtâs
tuulipölytteinen	pieggâkovjiitteijee
tuulipölytys	pieggâkovjiittâs
tuulispää	pieggâspälli
tuulivoima	pieggâvyeimi
tuulivoimala	pieggâvyeimiruustig
tuulla	pieggâđ
tuumailla	hundâruššâđ
tuumata	tumediđ
tuupata	cooijâđ
tuupertua	snuittiđ
tuuppia	nurdâđ
tuura	säitti
tuurna	räigiformâ
tuutia	vuátudiđ
tyhjennyttää	kuárusmittiđ
tyhjentyä	kokonaan
tyhjentää	kokonaan
tyhjetä	kuárusmiđ
tyhjiö	kuárusvuotâ
tyhjyys	kuárusvuotâ
tyhjä	kuárus
tyhjäkäynti	tuššekeevvâm
tyhjäntoimittaja	ledestaagar
tyhmyys	tuávkkivuotâ
tyhmä	tuávkki
tyhmänlainen	humosláván
tykyttää	sparkkeđ
tykö	kuuvl
tylppäkulmainen	tulcesčievâg
tylsistyttävä	tulkkâdijjee
tylsistyä	tulkkâđ
tylsyä	tulccođ
tylsä	terästä
tynnyri	faarpâl
typerys	káigá
typerä	káigáá
typpi	typpi
typpihappo	typpisuvrâ
tyranni	tyyraan
tyrkyttää	tildottiđ
tyttö	nieidâ
tyttölapsi	nieidâpärni
tyttönen	nieidâš
tytär	nieidâ
tytönheitukka	limške
tytönkorento	nieidiičuáimáš
tyvi	maadâ
tyydyttävä	tuđâttettee
tyydyttää	tuđâttiđ
tyyli	
tyylikäs	yleisesti
tyylitön	muotoilultaan
tyyni	
tyyntyä	tuulesta
tyyny	kuáddá
tyypillinen	jiešvuođâlâš
tyyppi	tijppâ
tyytymättömyys	tuđâhánnáávuotâ
tyytymätön	tutâmettum
tyytyväinen	tuđâvâš
työ	pargo
työaika	pargoäigi
työaikalaki	pargoäigilaahâ
työansio	pargotiänás
työehto	pargoiähtu
työehtosopimuslaki	pargoiähtulaahâ
työeläke	pargoiäláttâh
työeläkelaki	pargoiäláttâhlaahâ
työeläkemaksu	pargoiäláttâhmáksu
työharjoittelu	pargohárjuttâllâm
työjärjestys	pargo-oornig
työkalu	tyejipiergâs
työkalulaatikko	tyejipiergâskassâ
työkokemus	pargohárjánem
työkunta	pargokodde
työkyky	pargonahcâ
työkykyinen	pargonavcâlâš
työkyvyttömyys	pargonavcâttesvuotâ
työkyvyttömyyseläke	pargonavcâttesvuođâiäláttâh
työkyvytön	pargonavcâttem
työlainsäädäntö	pargolahâaddem
työllistyä	uážžuđ
työllistämisvelvollinen	pargoadelemkenigâs
työllistämisvelvollisuus	pargoadelemkenigâsvuotâ
työllistää	adeliđ
työllisyys	pargolâšvuotâ
työlupa	pargolope
työläinen	pargee
työmaa	saavoot
työmies	pargoalmai
työnantaja	pargoadeleijee
työneuvosto	pargorääđi
työnjohtaja	pargohovdâ
työnnellä	sajâdiđ
työnseisaus	pargočuožâstâh
työntekijä	pargee
työnteko	pargo
työntyä	uigâdâttâđ
työntää	tunkea
työntö	uigâdem
työntömitta	uigâmmitto
työoikeudellinen	pargovuoigâdvuođâlâš
työoikeus	pargovuoigâdvuotâ
työolosuhde	pargotile
työpaikka	pargosaje
työpaja	pargopääji
työriita	pargorijdo
työryhmä	pargojuávkku
työskennellä	porgâđ
työsopimus	pargosopâmuš
työstää	jstak
työsuhde	pargokoskâvuotâ
työsuojelu	pargosuojâlem
työsuojelupiiri	pargosuojâlempirrâdâh
työsääntö	pargonjuolgâdus
työtapa	pargovyehi
työtapaturma	pargopärtti
työteliäs	porgiš
työterveyshoitaja	pargotiervâsvuođâtipšoo
työterveyslaki	pargotiervâsvuođâlaahâ
työtodistus	pargotuođâštus
työttömyys	pargottesvuotâ
työttömyysaika	pargottesvuođâäigi
työttömyysavustus	pargottesvuođâtoorjâ
työttömyyskorvaus	pargottesvuođâruttâ
työttömyyspäiväraha	pargottesvuođâpeiviruttâ
työttömyysturva	pargottesvuođâtorvo
työttömyysvakuutus	pargottesvuođâtáhádâs
työtulo	pargopuátu
työtuomioistuin	pargotuámustovli
työturvallisuus	pargotorvolâšvuotâ
työtön	pargottem
työvaliokunta	pargolävdikodde
työviranomainen	pargoesiväldi
työvoimaneuvoja	pargovyeimirävvejeijee
työvoimapiiri	pargovyeimipiirâs
työvoimatoimisto	pargovyeimitoimâttâh
työväline	pargopiergâs
työympäristö	pargopiirâs
tähde	pasâttâs
tähden	tiet
tähdenlento	tääsniluččim
tähdätä	sihtiđ
tähkä	jiveuáivi
tähkäpää	jiveuáivi
tähti	täsni
tähtikuvio	täsnikovos
tähtinen	tásnáá
tähtitaivas	täsnialme
tähtitiede	täsnitieđâ
tähtitieteilijä	täsnitiettee
tähtäin	sihtâ
tähystää	lääketieteellinen
tähänastinen	táássáš
täi	tikke
täkki	tekki
täky	septi
täkyraksi	sieptâsvárvu
tällainen	taammuđusâš
tällätä	tiälláđ
tälläytyä	sovodâttâđ
tämä	taat
tämänpäiväinen	onnáš
tämänvuotinen	tajâgâš
tänne	teehi
tännempi	täbibâš
tännimmäinen	täbimuš
tänään	onne
täplä	tiälkku
täpötäynnä	pokkâ
tärinä	spoorrân
täristä	spiđgeđ
tärisyttää	tuárgástittiđ
tärkein	tehálumos
tärkeysjärjestys	tehálâšvuođâoornig
tärkeä	tehálâš
tärkkelys	tärkkelys
tärpätti	tárbát
tärvellä	stajediđ
tärykalvo	peljicuozzâ
täryttää	sporijdittiđ
tärähdys	spiđgám
tärähtää	spiđgáđ
täräyttää	sporkkâliđ
täsmentää	tärkkilistiđ
täsmällisyys	tärkkivuotâ
täti	isän
täydellinen	tievâslâš
täydennysjako	tievâsmittemjuáhu
täydennysperukirja	tievâsmittemärbikirje
täydentää	tievâsmittiđ
täynnä	täynnään
täysi	kokonainen
täysikasvuinen	ihmisestä
täysikuu	lađâsmáánu
täysimittainen	oles
täysin	ollásávt
täysistunto	tievâsčuákkim
täysjyväleipä	ubâjiveleibi
täyslehdessä	tievâloostâst
täysperävaunu	olesmonnjâvavnu
täyte	tievâdâs
täyteaine	tevdimaamnâs
täyttyä	tievvâđ
täyttää	tevdiđ
täytyä	ulkoinen
täytäntöönpano	olášuttem
töhkä	tuolvâ
töhriä	pääđđiđ
tökerö	taitamaton
tökerösti	čyerbiht
tökeröys	čyerbivuotâ
tölkki	purkki
töllistellä	harttađ
tömistä	poŋkkeđ
tömistää	tanccâđ
tömähtää	špuákkáđ
töniä	nurdâđ
tönäistä	cooijâđ
töpseli	šleđgâtulppá
törkeä	rome
törky	ruzze
törkyturpa	turdeturbe
törmä	termi
törröttävä	skuibe-
törröttää	parfađ
töytäistä	nurdâstiđ
tšuudi	čuđe
uhanalainen	uhkevuálásâš
uhata	uhkediđ
uhka	uhke
uhkailla	áštáluhčâđ
uhkarohkea	räigiuáivág
uhkarohkeus	räigiuáivágvuotâ
uhkasakko	uhkesákku
uhkaus	aaštâ
uhkuavanto	purâttâhräigi
uhmata	vuástálistiđ
uhraaminen	uhredem
uhrata	uhrediđ
uhraus	uhredem
uhri	uhre
uhrikivi	sieidikeđgi
uhrilahja	uhrelähji
uida	vuoijâđ
uikku	pyehčee
uimahalli	vuoijâmhalli
uimakoulu	vuoijâmškovlâ
uimalauta	vuoijâmlyevdi
uimapuku	vuoijâmpiivtâs
uimarakko	kooppâin
uimari	vuojâdeijee
uimuri	kobđottâs
uinti	vuoijâm
uiskennella	vuojâdiđ
uistella	uštâččiđ
uistimentekele	uštâkápuluh
uistin	uuštâ
uittaa	vuojâttiđ
uitto	vuojâttem
uittosalko	suárváš
ujo	uine
ujostella	uináástâllâđ
ujous	uinevuotâ
ukki	äijih
ukko	käälis
ukkomies	puánnjá
ukkonen	äijih
ukkosenjohdatin	äijihjoođáán
ukkosenjyrinä	soommân
ukkoskuuro	äijihuáhti
ukkospilvi	äijihpolvâ
ukkovarvas	jyelgipelgi
ukonilma	äijihšoŋŋâ
ulappa	ääpi
uljas	čuálččáá
ulko-	olgo-
ulko-ovi	olgouksâ
ulkoasiainministeriö	olgoašijministeriö
ulkoasu	fardâ
ulkoeteinen	olgoveeskir
ulkofilee	olgosavotekki
ulkoilu	olgonlihâdem
ulkoilulaki	olgonlihâdemlaahâ
ulkoinen	olgoldâs
ulkoistaa	olgoštittiđ
ulkoloinen	olgoparasiit
ulkomaa	olgoeennâm
ulkomuoto	häämi
ulkona	olgon
ulkonainen	olgoldâs
ulkonaliikkumiskielto	olgonlihâdemkiäldu
ulkonema	kielekemäinen
ulkonäkö	häämi
ulkopuolella	ulguubeln
ulkopuolelle	ulguubel
ulkopuolelta	olgoold
ulkovaate	olgopiivtâs
ulku	ulgâ
ullakko	luptâ
ulos	olgos
ulosotto	olgospeerrâm
ulosottomies	olgospeerrâmalmai
ulostaa	paškeđ
ulostamistarve	poškâeeti
uloste	poškâ
ulottaa	ulâttiđ
ulottua	olleeđ
ulottuvuus	ooláádmuddo
ultraviolettisuodatin	ultravioletsillee
ulvoa	olvođ
ulvonta	olvom
ummehtua	muvgâniđ
ummehtunut	moskos
ummettaa	činehuttiđ
ummetus	činehumtavdâ
umpeen	kasvaa
umpeutua	ubbuđ
umpikela	ubbâkeeli
umpilaavu	kovos
umpilisäke	ubbâlaggâ
umpimähkään	kyevtikáávnán
umpinainen	uubâs
umpirauhanen	ubbâráksá
umpisolmu	ubbâčalme
umpisuoli	ubbâlaggâ
umpiväsynyt	čoođâvaaibâs
uneksia	nievdâđ
uneksija	nievdâlâs
unelias	uáđistum
unelma	naver
unenpöpperö	seemi
uneton	naverttem
uni	naver
unikko	oijâgâsrääsi
univormu	kun
unohdettu	vájáldittum
unohdus	vájáldâs
unohtaa	vájáldittiđ
unohtaminen	vájáldittem
unohtua	vájálduđ
unohtumaton	vájálduumettum
untuva	uvjâ
untuvainen	uvjâlágán
untuvatakki	uvjâtakki
uoma	uáli
upea	uljas
upota	veteen
upottaa	vuájuttiđ
upottava	paikasta
uppiniskainen	ceggii
upseeri	upseer
uraani	uuraan
uraauurtava	pälgisliäkkoo
urahdella	mahkeđ
uranuurtaja	pälgisliäkkoo
urasuunnittelu	karrieervuávám
urea	urea
uretaani	uretaan
urheilla	valastâllâđ
urheilu	valastâllâm
urheilukalastus	suotâstâllâmkuálástem
urheilukenttä	valastâllâmkieddi
urheilulaji	valastâllâmšlaajâ
urittaa	juormiđ
urkuri	urgur
uros	ores
urosmänty	orespeeci
urpu	urbe
usea	maŋgâ
usein	maŋgii
uskalias	tyestil
uskaltaa	tuostâđ
uskaltautua	oskeldâttâđ
usko	osko
uskoa	oskođ
uskollinen	oskolâš
uskollisuus	oskolâšvuotâ
uskomuksellinen	oskomušlâš
uskomus	oskomuš
uskonkappale	oskopittá
uskonnollinen	oskoldâhlâš
uskonnollisuus	oskoldâhlâšvuotâ
uskonnonvapaus	oskoldâhrijjâvuotâ
uskonnoton	oskottem
uskonpuhdistus	oskoputestem
uskonto	oskoldâh
uskontokunta	oskoldâhkodde
uskontunnustus	oskotubdâstâs
uskotella	oskottâllâđ
uskoton	oskottem
uskottava	oskotteijee
uskovainen	oskovâš
usuttaa	huccâliđ
usvapilvi	ciehâ
utare	njižže
utelias	tiätuäŋgir
utsjokelainen	ucjuvlâš
utupilvi	ciehâ
uudelleenkäyttö	uđđâsistkiävttu
uudelleenvalinta	uđđâsistvaljim
uudenvuodenaatto	uđđâvuođáptu
uudenvuodenpäivä	uđđâvuođpeivi
uudestaan	uđđâsist
uudisasukas	uđâsässee
uudisraivaus	uđâsnjaskâm
uudisrakennus	uđâsviäsu
uudissana	uđâssääni
uudistaa	uđâsmittiđ
uudistua	uđâsmiđ
uudistus	uđâsmittem
uuni	uvnâ
uuninpankko	áálááš
uupua	silloođ
uupunut	sile
uurastaa	äŋgirâššâđ
uurastus	pargeldem
uurna	urná
uurre	juármi
uurtaa	kurdeđ
uusi	uuđâs
uusintapainos	uđđâsistriäntus
uusiokäyttö	uđđâsistkiävttu
